quarter,0,16,17,18,31,37,39,40,45,58,61,67,70,74,97,106,118,121,124,131,137,139,144,150,165,168,170,171,177,180,191,194,197,206,208,214,220,221,229,230,231,233,244,248
1990,1.2469,1.48105,1.271577778,1.000066667,,0.996433333,3.999643272,0.2496,1.442566667,1.967266667,1.61555,4.710625,1.17045,1.83338,,0.2171,1.8310375,,3.193054167,0.410416667,0.2799,2.493804167,0.9353,4.847134697,,0.3739,1.696666667,0.3985,3.993628254,2.955,1.76557,,2.728883254,0.8348,4.310431481,0.303966667,3.106029167,1.361,0.801991667,,,,4.265519167,1.51955
1991,1.7267,1.04075,3.465845,2.494528571,1.2361,1.2105,4.080759069,1.0206,1.500775,2.21275,2.067525,3.893533333,1.067042857,2.052225,1.674425,0.2286,1.869722222,,3.335508333,2.983375,,3.10445,0.7057,4.910625,,,1.5076,0.2646,5.950486458,2.518591667,2.312261538,1.1115,2.285866667,0.333,4.137865909,0.88645,5.369458974,1.98975,1.3934,0.3424,,1.3001,5.147339091,0.7941
1992,0.7303,1.4927,3.405305556,1.4332,0.4661,2.352933333,3.989354749,1.9573,2.2675375,2.81347381,1.398825,3.594841667,0.82375,2.60974,1.451938889,0.2159,2.574991429,0.308,2.687522222,1.694783333,,3.41314,1.1099,3.700085897,,0.4816,0.4771,,7.154710019,2.83585,2.59130625,0.2107,3.192954545,0.3428,4.398339583,0.335175,6.32737,0.887,1.66352,,,1.2776,3.814240476,1.577825
1993,0.2192,2.8189,3.982533621,1.9103,1.318125,2.66035,3.568774199,0.4323,0.82131,2.229183654,0.236,3.396883333,1.766685455,2.322936111,2.099983333,1.3991,2.638736806,0.6137,3.367246667,1.853316667,,3.0302625,0.2349,3.932091667,,1.5831,1.607275,0.3583,6.939612351,3.612475641,2.681580769,0.638566667,3.359440873,0.6776,4.012894242,1.0466,4.706542857,1.54945,0.986225,0.5366,,1.3638,4.260696667,0.68745
1994,1.0033,1.910133333,5.805221739,2.705675,1.12675,2.0447,3.790292683,0.9251,1.698227778,3.034433333,1.0717,2.865253333,3.102727778,2.571475,3.781283333,1.1528,3.460764423,0.7032,3.253001667,3.499562121,,2.61585,0.98665,5.346653333,,0.65225,1.88015,0.6656,7.632592758,2.446116667,2.189916667,0.320866667,4.38159375,0.5894,4.46072,1.428508333,6.15057,0.67695,1.400788889,,,0.9329,2.963354762,0.9109
1995,0.217,1.5566,4.591226429,2.8643,1.02955,2.58567,2.488096577,2.5598,2.476816667,3.080016667,1.968766667,4.382083333,2.348758974,2.767728571,2.532244444,0.6066,3.628375,1.2762,1.967533333,2.5323,1.87794,3.627708333,,5.001005333,,1.8759,0.5101,,8.256624419,3.55335,2.112562821,0.67588,4.41057381,0.8383,4.511073333,0.867933333,8.504327045,2.43495,0.671633333,0.5325,,1.696316667,3.595228571,1.381166667
1996,0.3091,2.515513333,5.87666,2.21325,0.6084,2.670736364,3.026102381,0.43415,2.858935455,5.013113889,2.0906,1.9946,2.577873214,3.412528571,2.456344444,1.326333333,4.198685088,0.7871,3.887716667,2.220131331,3.276975,3.540739167,0.585733333,5.126868667,,1.2583,1.936283333,0.8279,8.385757101,2.05575,4.322875,1.221224444,6.137788333,0.2302,4.17935,1.2349,7.059833333,3.63006,2.860816667,1.0904,,0.5554,3.201133333,1.3436
1997,0.7159,1.46695,4.533138099,2.33394,0.9151,3.477914286,3.740388333,1.1744,1.333621429,2.906411722,1.4006,2.031525,2.925413095,1.240236667,2.416066667,1.0397,2.958524444,0.8034,2.2613,3.585395614,3.2823,3.917625,0.745733333,3.636038239,,1.5811,0.725633333,0.2334,5.942549912,2.01718,4.073075,0.386544444,3.17950098,0.9865,1.945833333,1.870725,8.502998571,2.123575,1.905123674,0.4028,,1.6457,1.756825,2.16626
1998,0.6322,1.980321429,4.808309553,2.562726667,1.0001,3.252491667,3.250848761,,1.296856667,4.453959091,1.17685,1.324366667,2.533689091,1.890733333,2.348175,0.3083,4.794433333,1.3578,2.413466667,2.511535714,4.771204762,2.657648333,1.4552,4.183980357,,0.5078,1.07435,0.5625,5.30340499,2.4259,4.06156625,1.388586667,3.873754386,,3.2779,2.1828,7.654448571,2.0359,2.082114286,,,0.3076,1.5167,0.9942
